
	
Yeon	
Yeon is having trouble finding a Spirit Stone that fits her needs and taste. Let's give her advice.	
How about Metatron's Will? It's cute with the butterfly decorations.	
I recommend Paradise of Light.	
What about Silent Cold? You'll be able to hold on to your opponents.	3
Yeon	
Yeon thinks she knows who Lynbell's brother is. What should we do?	
First, let's look for a way to bring him back to normal.	
Of course we should tell Lynbell! What are you waiting for?	
...Sometimes, the truth is better to be left a secret.	3
Yeon	
Yeon says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
It'll be better if you don't show her that you're sorry.	
Did she think that you'll take over the throne?	
I sense there's something she hasn't told us yet...	3
Yeon	
You're talking to Yeon about what you would do if the world ends tomorrow. Let's tell her your answer.	
I would say goodbye to all my friends.	1
If it's the end of the world, I'd pull off a crazy performance in a densely populated area before I go!	
Hmm, there's a guy I'd like to beat up before I die.	
Yeon	
Yeon is planning to go on a blind date with a close teammate. Should we say something to her?	
Just stay out of trouble.	
Come talk to me before you fall in love at first sight.	3
Don't get greedy and go for all of the men.	
	
Susie	
Susie is surrounded by fans and seems to be overwhelmed. Let's talk to her.	
I hope this won't affect your performance on the field.	
The fans love your performance!	1
Should've practiced that autograph like I told you.	
Susie	
Susie comes to you and says that she has to leave the team because of personal reasons. What should we say?	
Well, I don't want to be the one holding you back. Good luck!	
There will always be a place for you to return.	3
So, how does this work? Do I tap "Sell"?	
Susie	
Susie is questioning Kuma's status as a Gate Keeper.	
He's just material for leveling up.	-1
I like how all the Gate Keepers have different characteristics.	3
That bear...Is a hero...!	
	
Jayce	
Jayce is getting slow on the field and this is causing trouble. Let's talk with Jayce.	
I think we should come up witth an action speed deck or go for counterattcks...	
I'll try to have the ball come your way.	3
We can overcome this with team effort.	
	
Shu	
Shu is mesmerized by the majestic scenery of a dragon flying in the skies of the Iron Canyon.	
I want one of those. It'll be fun to have a pet dragon.	3
I can feel the strength of that majestic creature.	
Hmm... If only I could change the shape of the horned and the color of the scales. That'd be perfect.	
Shu	
Shu seems to be thinking that the team has already become the best in the universe. He seems a bit too carried away. What should you do?	
It's within our grasp.	
I would like to hear what you think is the best team in the universe.	1
(Stick a thumb up and do a comedic dance just for the sake of laughter.)	3
Shu	
Your team is playing against the Scout Entries and Malcolm seems to be enjoying himself a little too much. Shu is starting to get intimidated.	
Okay, it's time we take this match seriously.	
He's obviously obsessed with soccer.	
This is good. We can use this as a chance to break their back line.	1
Shu	
Shu plans to continue playing soccer even after the Galaxy League ends. Let's talk with him.	
I'm thinking of opening a shop.	
We'll see about it after the league.	
I don't care what I do after the League as long as I get to continue playing soccer.	3
Shu	
You were enjoying the peaceful day on Earth until the Peacemakers suddenly showed up. At that moment, the Magical Girl Elements came to save the day!	
Cool! Awesome!	1
Oh, come on! Where's the transformation scene?!	-1
...Uh...So no soccer?	3
Shu	
During a match, Shu bumped into a teammate and knocked the player out. He seems depressed. What should we say to cheer him up?	
Wasn't that a glitch?	
We have to keep on going.	
It's something that happened during the match. Don't be so hard on yourself.	3
Shu	
Shu seems to be upset about losing a body check against his opponent.	
Let's make an armor out of Spirit Stones.	-1
Maybe if you increase your Strength...	1
Don't be weak.	3
Shu	
There's been a mistake. The team's uniform is mixed up with the festival costumes. What should you tell the team?	
What's done is done. Let's come up with a new design.	1
It's finally time for some festival-soccer!	
Let's split up and find the uniforms.	
Shu	
Shu seems to be worried about one of the team members that left after a quarrel. Let's talk to him.	
Everybody should grow up.	
It'll be alright. Don't worry.	
Let's go look for him.	1
Shu	
Does one have to make intentional fouls in order to win? Let's give him some advice.	
Is winning really worth going that far?	
I don't see anything wrong as long as you can get away with it.	3
Be true to yourself.	
Shu	
Shu is asking what the conditions of a team ace are with a serious face. Let's talk with him.	
Just act like yourself. You're already the ace.	
Well, having a good ace skill is a start.	3
Flawless skills.	
Shu	
Shu is asking about the team's goal of this season. What should you tell him?	
To win all the way, of course.	3
Best of 4 should be our goal.	
Teamwork is what matters the most.	
Shu	
You're at the Yggdrasil memorial ceremony. The Yggdrasil Guardians are parading through the festive crowd.	
If this is how they do a memorial in Valhalla, it's natural to understand and accept.	
I think it's a nice way to cherish the memories of the lost.	3
Maybe it was a good thing? I mean they say it's a tragedy, but look at how joyful it is.	
Shu	
The team is saying bad things about Shu for skipping practice. Time to intervene.	
Do you really think that he would skip practice?	
Skipping practice isn't something that's in his disctionary.	
His love towards soccer is real.	3
Shu	
Shu came to you after the match, and says he's disappointed at the team's boring strategy. What should we say?	
Let's work up a solution.	1
I'm disappointed, too. Let's start over.	
Just please go with that boring strategy.	
Shu	
On a day off, Shu is looking at a passing couple with jealous eyes.	
I´d love to have a stable job first.	
It´s really hard to find the right person.	1
If you find a beautiful woman, try talking to her!	3
Shu	
Shu is surprised of how sturdy the ball is, as it withstands the strength of angels, demons, and even beings of unknown worlds.	
It's surprising to see such advanced technology.	
Well, I have no problem with it as long as it functions as a soccer ball.	3
Do you think we can sell it? I think we could get a good price.	-1
Shu	
Shu is making a scene. He'd rather jump into space than to be eaten alive by vicious aliens.	
Vicious? More like ugly.	
The door's over there.	
Are you giving up before putting up a fight?	1
Shu	
Shu is complaining that it's boring to play only soccer every day. What should we say to him?	
How about we play baseball today?	
No,It's not boring.	-1
If you're up for suggestion,I'm all ears.	
Shu	
Shu is having trouble deciding a name for his special move. His options are ''Infinity Illusion Shot'', ''11th Dimension Ultra Gravity Shot'', ''Astral Space Shot'', and a few more.	
I'm sure you're going to become an intergalactic fool.	
I...Respect your naming taste...	
Cool! Keep it up!	3
Shu	
Shu is complaining about restricted from playing the next match for receiving too many fouls. Let's talk to him.	
It's the consequences of your actions. Accept it.	
I feel sorry for you and envy you at the same time.	-1
Use this as a chance to enhance your condition.	
Lemy	
Lemy is angry about the opponent's resilient attack on you. What should we say?	
Don't worry about me! Do your job!	
Can you peel this guy off me?	3
Don't come over here! It's dangerous!	
Lemy	
Lemy is having trouble with continuing nightmares. Let's talk to her.	
I'll sleep by your side tonight.	
I see. We must be careful. I'll be watching over you.	-1
It's just a dream. Forget about it.	
	
Erica	
The crowd is cheering for Erica. Erica seems to find this situation new and a bit uncomfortable. Let's help her out.	
They're all in love with your enthusiastic play.	
They know you gave everything you got. It was spectacular.	3
How about just accepting the compliments for today?	
Erica	
Erica says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
It'll be better if you don't show her that you're sorry	
Did she think that you'll take over the throne?	
I sense that there's something she hasn't told us yet...	3
Erica	
Lynia is cleaning the streets with the members of Jeneva Crew. Erica is curious and wants to take a look.	
We should probably ignore them and just walk by.	-1
Let's go help them!	
They must love volunteer work!	
Erica	
The team will not have a match for some time. Erica asks you about your plan.	
We could ask one of the top teams for a friendly match.	-1
Hmm, wanna go shopping?	
I have a very hard training session all planned up for everybody.	
Erica	
The team made it up to the semi-finals after counting the goal differences. Erica asks how you feel. How should we answer?	
What, are you expecting something like "I Feel like I can fly" or something?	
This is where things get serious. We're going for the win!	1
Wow. I'm sooooo happy.	
Erica	
Erica brought a drink that she says received from the coach on the other team. It looks very suspicious especially with the dark fumes coming out of it.	
The drink looks really scary... But we can't just throw it away...	3
Throw it away. NOW.	
Drink it up!	
Erica	
Erica is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Do you think they'll be tasty?	
I think they're cute and elegant if you leave out the pig and bear.	1
I'd like to keep one as a pet.	3
Erica	
You come across Sammy while walking the street with Erica. Let's talk to her.	
We'll win next time!	
Do you also do fortune telling? I think I'm in love.	
(Ignore.)	
Erica	
Erica falls to the ground after clashing with the opponent. What should we say to her?	
If that's all you got, just stay down. It's okay.	
Get up! The game's not over! You better not give up!	
Well, let's start by dropping that player's HP to 1.	3
Erica	
Kei and Virgil are fighting again and Erica seems to be troubled. What should we do?	
If you guys keep giving Sharr trouble, I swear to god I'll use you both as special training material.	3
If you had to choose one of the two, which would it be?	
You both need to be disciplined by Sharr.	
Erica	
Erica says she was cornered by the team which was devastated by the loss streak.	
Tell them they should remember that they play for you.	
Just hear them out and smile. They'll feel better.	3
You can point out their mistakes and flaws but still keep things humorous. Just don't go too sarcastic on them.	1
Erica	
Erica seems to get along with the opponent player. What should we tell her?	
Congratulations! How did you guys get along?	
Don't forget that we exist! Haha!	1
Good for you! I know it's hard for you to find someone at your level!	
Erica	
Erica suggests that we have a team dinner to lighten things up. What will be your reaction?	
How about a salad? I'm on a diet.	
How could you think about eating in a time like this? I'm dissapointed in you.	
Good idea. Let's go get some meat!	1
Erica	
Erica is surrounded by fans and seems to be overwhelmed. Let's talk to her.	
I hope this won't affect your performance on the field.	
The fans love your performance!	1
Should've practiced that autograph like I told you.	
Erica	
Erica went to take a look at the opponent team and got caught. What should we do?	
We should think about how to make fun of her when she comes back.	
I feel sorry for the other team.	
Erica is in danger! We need to save her!	3
Erica	
Erica scored a hat trick and led the team to a complete victory! Congratulate her!	
Hmm? Didn't we win the game when we scored the first goal?	
That was awesome! I'm looking forward to seeing more of that!	-1
You're starting to show the world your true potential! I'm impressed!	
Erica	
Erica is saying that her teammates are what keeps her going.	
(Put your thumbs up, wink, and send a juicy smile.)	
(Pat her on the head.)	3
(Just nod your head.)	
Erica	
A player on the other side is on the field with his arms tied up. Let's talk about this with Erica.	
I feel like he's mocking us!	-1
It hurts when the whip first crackles. And the pain just keeps ramping up.	
He still has his two legs functioning. I see no problem with that.	
	
Lucius	
The opponent team is spreading rumors that they lost because your team played dirty. What should we do?	
Well, you did get ''dirty'' by falling in the dirt.	
We didn't play dirty, right?	
They will never learn with an attitude like that.	3
	
Kyoko	
Kyoko is asking you about what you like besides soccer.	
I like board games about war. I admire famous commanders.	
Rugby, a sport of strength!	
Boxing. I like that feeling when I get hit by a punch.	-1
Kyoko	
Kyoko says she was cornered by the team which was devastated by the loss streak.	
Tell them they should remember that they play for you.	
Just hear them out and smile. They'll feel better.	
You can point out their mistakes and flaws but still keep  things humorous. Just don't go too sarcastic on them.	3
Kyoko	
Kyoko is deeply focused on Jill's diet story. What should we do?	
I don't think you need to worry about a diet.	1
You're playing soccer! You're fine!	
Please don't forget about the match.	
Kyoko	
Still looking pretty heated up by the match, Kyoko is asking how she did in the match.	
You were micking the other team apart! It was awesome!	
It was pretty scary watching you so pleased with the rough plays of the opponents.	
You bring the best out of the team. Good work!	1
Kyoko	
Kyoko says she's the center of the team and asks if you agree with her. How should we answer?	
Of course! Everybody is counting on you!	-1
Well, your sarcastic jokes are essential part of the team's strength.	
I'm sure that you're being a good influence to the team.	
Kyoko	
Kyoko claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
She must've made a mistake.	
Maybe Sophie is actually a male...?	
I don't care what the case is.	1
	
Sue	
Something must have startled Beelzebub. He has entered the field and is making a scene.	
It's time we use him as training material.	
Stop right there, pig!	
Team! We're having sauteed shredded pork for tonight!	-1
Sue	
Sue seems to be curious about Bora's covered eye. What should we answer?	
I don't know much about her, but she looks strong.	3
The eyepatch...I wonder if she washes it.  She seems to have it on at all times.	1
That's a dangerous secret you're trying to find out about.  Do you still want to know?	
Sue	
Sue is curious about the Galaxy League. What answer will help her?	
It's the place where the chosen ones learn about their destiny.	-1
It's the place of dreams colliding.	
It's stressful because we can't prepare for extraterrestrial sanitation.  We're completely exposed to all those unknown...things.	
Sue	
Sue is worried about the team's poor performance. Let's go talk to her.	
Everybody is not at 100%. But, I think we'll do better sooner or later.	
It's all because nobody on this team cares about strategy! This is nonsense!	
We haven't awakened our TRUE powers! We have to go further beyond!	-1
Sue	
The team is in a slump and you take the team out for refreshment. Talk with Sue to set some simple rules.	
This team is a mess. Gather everybody on the field. I'll knock that spirit back into you guys if I have to.	
Let's split up and meet back here for dinner. Tell everybody to enjoy their free time.	1
Come on, I'll show you the best spots around!	
Sue	
Sue is asking what to buy in the souvenir shop. Let's give her an opinion.	
This is your chance to buy the hottest fashion items in space!	1
Gate Keeper dolls!  Why not!	
How about some presents for your parents?	
	
Tyler	
Tyler picked up a diary. It says Bell on the cover.	
So, this is how the revelation begins!	
Oh, I'm sure going to read this! That's a joke, of course...	
Let's contact her and return this.	1
Tyler	
Tyler thinks Nana on the other team actually isn't a raccoon.	
That's because you haven't opened up your "third eye"!	
Isn't that the same with all other Beastmen?	3
Hmm, her tail is a bit weird and her ears are definitely human...	
Tyler	
Tyler says that Hiro, a member of the Einherjar, doesn't remember why he was revived.	
Hmm, a revived person that forgot his purpose...Reminds me of somebody.	-1
He'll remember someday.	
That's bad. I'm sure it was something important!	
Tyler	
Tyler is saying that his teammates are what keeps him going.	
(Put your thumbs up, wink, and send a juicy smile.)	3
(Pat him on the head.)	
(Just nod your head.)	
Tyler	
Tyler suggests that we have a team dinner to lighten things up. What will be your reaction?	
How about a salad? I'm on a diet.	
How could you think about eating in a time like this? I'm dissapointed in you.	
Good idea. Let's go get some meat!	3
Tyler	
Lynia is cleaning the streets with the members of Jeneva Crew. Tyler is curious and wants to take a look.	
We should probably ignore them and just walk by.	
Let's go help them!	3
They must love volunteer work!	
	
Jacob	
Jacob is all alone in the locker room worrying about the fate of the universe. Let's go talk to him.	
It's silly of you to worry about such things. Are you feeling okay?	-1
We must have faith in the Gate Keepers and win the Galaxy League.	3
A mysterious villian... Bad taste, if you ask me.	
Jacob	
Jacob is talking with the team about what they would be doing if they didn't start soccer. Let's join them.	
I would've tried to find something that fits me.	
Something full of excitement!	-1
I would've been doing something to save the universe.	3
Jacob	
You forgot to lock Jacob and almost used him as training material! He looks very upset!	
It's my fault.	
It was all just to motivate you to become a bettter player.	
It's your fault.	1
Jacob	
You're at the Yggdrasil memorial ceremony. The Yggdrasil Guardians are parading through the festive crowd.	
If this is how they do a memorial in Valhalla, it's natural to understand and accept.	3
I think it's a nice way to cherish the memories of the lost.	1
Maybe it was a good thing? I mean they say it's a tragedy, but look at how joyful it is.	
Jacob	
Jacob is asking you about the one thing you want the most in the universe. What do you tell him?	
(I want every day to be exciting and fun.)	
(I just don't want to waste a single day in my life.)	3
(I want my dreams to come true.)	1
Jacob	
It's a hard match and your team is losing. Talk with Jacob and talk about what to do.	
We can't give up here. There's still a chance to win this.	-1
I hope they have a "Continue" button around here.	-1
Let's come up with a plan after this match is over.	
Jacob	
Jacob is suddenly taking interest in who Shootmeister actually is. What should we say?	
I heard he's a super agent from Nebrion.	-1
All that I care is that he's an excellent trainer.	
I can tell that he's a very diligent person that always tries his best.	
Jacob	
Jacob seems to be thinking that the team has already become the best in the universe. He seems a bit too carried away. What should you do?	
It's within our grasp.	3
I would like to hear what you think is the best team in the universe.	
(Stick a thumb up and do a comedic dance just for the sake of laughter.)	
Jacob	
Jacob seems to be upset about losing a body check against his opponent.	
Let's make an armor out of Spirit Stones	-1
Maybe if you increase your Strenght...	3
Don't be weak	
Jacob	
Jacob seems to be lost. He says he no longer hates the rival team.	
I don't see a problem with it as long as it doesn't affect your performance on the field.	3
I guess that's natural. The matches against them were great.	
Is there someone on that team that you like? Go propose!	
	
Hyun	
A player on the other team says soccer became enjoyable after confronting Hyun. What should you say?	
Well, Hyun does have that kind of charm.	3
Well, you're as cute as Hyun.	
I hope you two become good rivals.	
	
Lina	
The game ended as a tie, but it seems that the competition between Lina and her opponent isn't over yet.	
You better win that fight!	3
Hey! The match is over!	
I've never seen her worked up that much.	
	
Jean	
Jean seems to be determined to crush the opposing team. Let's give him some advice.	
That's the spirit! Let's teach them a lesson!	1
With your skills and dedication, I have no doubt that you will.	
I like how you're doing your best.	
Jean	
You come across Jean being lost and wandering around while going back to the lodging. Let's talk to him.	
Are you feeling alright?	
Don't use that ability on the field...	
Don't worry, I'll go with you.	-1
Jean	
A teammate that is a former member of the Dark Sisters is down sick, suffering from the aftermath of performing exorcism. Let's talk with Jean about what to do.	
Let's go visit her. Some fun won't do any harm. It might even cheer her up!	-1
Let's leave her alone. She may find all this attetion uncomfortable.	
Let's be prepared to take care of her in case her sickness get worse.	-1
Jean	
Jean is spreading the happy news about his cousin having a baby. Let's congratulate him.	
Congratulations!	
So, the numerous baby clothes you've been making were all for this day?	
I hope that baby comes to be a great soccer player, just like you.	3
Jean	
Jean refuses to listen to anybody's advice saying he's the best and he doesn't need any advice. Let's talk to him.	
Are you angry because I wasn't there to oversee your training? I said I'm sorry!	
Well that's absolutely fine if you can actually prove that your're the best.	3
That's not like you...	
Jean	
It's a tough match, but Jean is standing tall and encouraging the team. What should we say to him?	
You really help us a lot in these situations.	3
You're a good person.	
Your spirit is an inspiration to us all.	
	
Akane	
Akane is asking what the conditions of a team ace are with a serious face. Let's talk with her.	
Just act like yourself. You're already the ace.	1
Well, having a good ace skill is a start.	
Flawless skills.	-1
Akane	
Akane is asking you about the one thing you want the most in the universe. What do you tell him?	
(I want every day to be exciting and fun.)	
(I just don't want to waste a single day in my life.)	
(I want my dreams to come true.)	-1
Akane	
Akane came to you after the match, and says she's disappointed at the team's boring strategy. What should we say?	
Let's work up a solution.	1
I'm disappointed, too. Let's start over.	
Just please go with that boring strategy.	
Akane	
Akane is arrogantly looking down at the other team. Let's stop her from causing any problems.	
You're right. This is a waste of time.	
The honor of our opponent is also important.	3
That team is far from your style.	
Akane	
With a serious face, Akane is asking what the true meaning of competition is. Let's give her an answer.	
Being together is enough for me	
Away that a mere high school student can prevent the universe from falling into chaos?	3
Well, I'm sure we'll get an answer when we get to the end of this.	
Akane	
It's a hard match and your team is losing. Talk with Akane and talk about what to do.	
We can't give up here. There's still a chance to win this.	
I hope they have a "Continue" button around here.	
Let's come up with a plan after this match is over.	-1
Akane	
Akane is suddenly taking interest in who Shootmeister actually is. What should we say?	
I heard he's a super agent from Nebrion.	
All that I care is that he's an excellent trainer.	
I can tell that he's a very diligent person that always tries his best.	-1
Akane	
Your team is playing against the Scout Entries and Malcolm seems to be enjoying himself a little too much. Akane is starting to get intimidated.	
Okay, it's time we take this match seriously.	-1
He's obviously obsessed with soccer.	
This is good. We can use this as a chance to break their backline. 	
Akane	
The team is saying bad things about Akane for skipping practice. Time to intervene.	
Do you really think that she would skip practice?	
Skipping practice isn't something that's in her dictionary.	
Her love towards soccer is real.	-1
Akane	
During a match, Akane bumped into a teammate and knocked the player out. She seems depressed. What should we say to cheer her up?	
Wasn't that a glitch?	
We have to keep on going.	
It's something happened during the match. Don"t be so hard on yourself.	-1
Akane	
You're at the Yggdrasil memorial ceremony. The Yggdrasil Guardians are parading through the festive crowd.	
If this is how they do a memorial in Valhalla, it's natural to understand and accept.	-1
I think it's a nice way to cherish the memories of the lost.	
Maybe it was a good thing? I mean they say it's a tragedy, but look at how joyful it is.	
Akane	
Akane seems to be lost. She says she no longer hates the rival team.	
I don't see a problem with it as long as it doesn't affect your performance on the field.	-1
I guess that's natural. The matches against them were great.	1
Is there someone on that team that you like? Go propose!	
Akane	
The team is having a good run and Akane is sure that winning the League is a matter of time.	
Let's keep this momentum going!	1
As long as we're not used as training material...	
There's still a lot of obstacles ahead.	-1
Akane	
Akane plans to continue playing soccer even after the Galaxy League ends. Let's talk with her.	
I'm thinking of opening a shop.	
We'll see about it after the league.	
I don't care what I do after the League as long as I get to continue playing soccer.	-1
	
Naomi	
Naomi seems very nervous to confront Kei of the Rescuer.	
Be careful not to be stomped on...	
We can do this! Let's go!	3
Don't be nervous! Don't you trust your teammates?	
Naomi	
Naomi went to take a look at the opponent team and got caught. What should we do?	
We should think about how to make fun of her when she comes back.	
I feel sorry for the other team.	
Naomi is in danger! We have to save her!	3
 	
Brett	
As Brett said, the universe is facing a new course of destiny because of the Galaxy League. Let's talk to him.	
I'm sure it's going in a good direction.	
I feel like the universe is heading towards chaos.	
It's not the Galaxy League. We are the ones that are leading the fate of this universe.	3
Brett	
Brett is having trouble deciding a name for his special move. His options are ''Infinity Illusion Shot'', ''11th Dimension Ultra Gravity Shot'', ''Astral Space Shot'', and a few more.	
I'm sure you're going to become an intergalatic fool.	
I...Respect your naming taste...	
Cool! Keep it up!	1
Brett	
Brett is confused that he won the MVP. What should you tell him?	
Nicely done! We're throwing a party today!	
You deserve it. Well done!	3
Aren't you satisfied with your performance?	
Brett	
Brett is asking about the team's goal of this season. What should you tell him?	
To win all the way, of course.	
Best of 4 should be our goal.	
Teamwork is what matters the most.	1
	
Yuran	
Yuran looks nervous because the team will be moving to the planet where the next match will be held by taking a space shuttle without the help of Littre.	
Did you prepare your meds in case you get space-sick? Never mind, I'll prepare the meds.	
Don't worry. Leave it up to me.	1
Littre will be fine.	
	
Wayne	
Wayne wants to cherish every precious meeting with other people and beings. He wants to be good friends with everybody. Let's talk to him.	
I'm surprised you care so much for your friends.	
Nothing is eternal, but that doesn't make it insignificant.	
It'll be pretty exciting if we could stay the same even after 10 years.	-1
Wayne	
Wayne seems to be satisfied with the perfect team work. Let's talk to him.	
	1
I'm starting to see the true strengh in this team.	
Perfect! No mistakes made!	
	
Nari	
Nari is having trouble finding a Spirit Stone that fits her needs and taste. Let's give her advice.	
How about Metatron's Will? It's cute with the butterfly decorations.	
I recommend Paradise of Light.	
What about Silent Cold? You'll be able to hold on to your opponents.	-1
Sage	
The crowd is cheering for Sage. Sage seems to find this situation new and a bit uncomfortable. Let's help him out.	
They're all in love with your enthusiastic plays.	1
They know you gave everything you got. It was spectacular.	
How about just acceping the compliments for today?	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
MX83 Askeladd	
Askeladd came to you after the match, and says she's disappointed at the team's boring strategy. What should we say?	
Let's work up a solution.	3
I'm disappointed, too. Let's start over.	-1
Just please go with that boring strategy.	
MX83 Askeladd	
Askeladd announces that she will become an influential player that changes the league completely. Let's give her an answer.	
You'll have to compete with me!	-1
I feel bad for the players that have to face you.	
I have faith in you.	
MX83 Askeladd	
Askeladd looks startled after learning the underworld actually exists.	
It's space. Anything can exists here.	3
How about we ask Jeunese?	1
Sounds like a more boring place than Cruzentes.	-1
MX83 Askeladd	
The middle fielder on the other team is too powerful. Let's give Askeladd some orders.	
Pass? Shoot? Forfeit? Argh! Just make a run for it!	-1
Make him know who he's up against.	-1
Let's try out some forward passes.	
MX83 Askeladd	
Askeladd says she doesn't understand why other angels are afraid of Uriel. She thinks Uriel is a very kind angel.	
I think you two have something in common...	-1
Maybe that's just because she's the leader of that group.	3
Bell	
MX83 Askeladd	
Askeladd is complaining about restricted from playing the next match for receiving too many fouls. Let's talk to her.	
It's the consequences of your actions. Accept it.	1
I feel sorry for you and envy you at the same time.	
Use this as a chance to enhance your condition.	
MX83 Askeladd	
It seems that Askeladd is lost in the Nadir forest. What should we do?	
Listen carefully and you'll find her.	-1
Let's ask Khirel to find her...	-1
Askeladd? Nah, she never gets lost.	3
MX83 Askeladd	
James is fighting Akane after ambushing Yuri, and Bora is slowly making her approach from a distance.	
...We should get out of here.	3
...It's about to go down...! Where's the popcorn?	-1
James and Bora...Who's the villain?	-1
MX83 Askeladd	
You come across an opponent player limping, because of getting injured during a match against your team. Askeladd seems to be worried.	
Weakling. Should've been rougher on that player.	-1
It's unfortunate, but that's something that happened during a match and it's not our fault.	3
Let's just go. That player will also feel uncomfortable if we keep standing here.	
MX83 Askeladd	
Askeladd came back without a penny after marching into the Casino.	
What happened to you? Do you want me to lend you some money?	-1
I'm sure you got scammed.	-1
I hope that wasn't all you got.	
MX83 Askeladd	
You're talking to Askeladd about what you would do if the world ends tomorrow. Let's tell her your answer.	
I would say goodbye to all my friends.	3
If it's the end of the world, I'd pull of a crazy performance in a densely populated area before I go!	
Hmm, there's a guy I'd like to beat up before I die.	
MX83 Askeladd	
During a match, Askeladd bumped into a teammate and knocked the player out. She seems depressed. What should we say to cheer her up?	
Wasn't that a glitch?	
We have to keep on going.	3
It's something that happened during the match. Don't be so hard on yourself.	
MX83 Askeladd	
Askeladd is depressed thinking that winning the Galaxy League is a goal that can't be achieved. What should we say to her?	
That doesn't change what we must do.	3
Come on, cheer up. You're not being yourself.	
Stop whining. I like it better when you're arrogant and sarcastic.	
MX83 Askeladd	
Askeladd seems to be upset about losing a body check against her opponent.	
Let's make an armor out of Spirit Stones.	
Maybe if you increase your Strength...	3
Don't be weak.	1
MX83 Askeladd	
You're at the Yggdrasil memorial ceremony. The Yggdrasil Guardians are parading through the festive crowd.	
If this is how they do a memorial in Valhalla, it's natural to understand and accept.	3
I think it's a nice way to cherish the memories of the lost.	
Maybe it was a good thing? I mean they say it's a tragedy, but look at how joyful it is.	
MX83 Askeladd	
Askeladd wants the team to enter the Underground League on Earth. What should we do?	
That seems like a dangerous idea...Let's not make any quick decisions.	3
What about just watching?	
Sure. Let's beat them all and take the prize money!	
MX83 Askeladd	
You find Askeladd lurking around the food corner at the shopping center. What should we say?	
Hello! Have you come here to buy food for dinner?	3
Stop wandering around the kids snack corner!	
Hmm, I guess you're more domestic than I thought...	
MX83 Askeladd	
Askeladd seems to be lost after having a good match while her fortune-telling said things would go wrong. Let's talk to her.	
They say the fortune-telling is inaccurate if you don't pay a sufficient price.	
It's just a myth. Forget about it.	3
Game results aren't that simple to be predicted by fortune-telling.	1
MX83 Askeladd	
Your team is playing against the Scout Entries and Malcolm seems to be enjoying himself a little too much. Askeladd is starting to get intimidated.	
Okay, it's time we take this match seriously.	1
He's obviously obsessed with soccer.	-1
This is good. We can use this chance to break their back line.	
